LOCATION,TIME,Value
NOR,2009-Q3,76.13247
NOR,2009-Q4,75.95435
NOR,2010-Q1,75.39579
NOR,2010-Q2,75.30461
NOR,2010-Q3,75.21652
NOR,2010-Q4,75.31678
NOR,2011-Q1,75.08852
NOR,2011-Q2,74.95796
NOR,2011-Q3,75.50201
NOR,2011-Q4,75.58422
NOR,2012-Q1,75.75098
NOR,2012-Q2,75.88971
NOR,2012-Q3,75.78483
NOR,2012-Q4,75.54179
NOR,2013-Q1,75.46761
NOR,2013-Q2,75.36151
NOR,2013-Q3,75.48787
NOR,2013-Q4,75.34138
NOR,2014-Q1,75.1533
NOR,2014-Q2,75.41385
NOR,2014-Q3,75.11077
NOR,2014-Q4,75.21568
NOR,2015-Q1,74.81882
NOR,2015-Q2,74.95555
NOR,2015-Q3,74.76241
NOR,2015-Q4,74.59915
NOR,2016-Q1,74.62189
NOR,2016-Q2,74.23006
NOR,2016-Q3,74.24183
NOR,2016-Q4,74.06779
NOR,2017-Q1,73.88393
NOR,2017-Q2,73.98077
NOR,2017-Q3,74.00298
NOR,2017-Q4,74.1785
NOR,2018-Q1,74.55872
NOR,2018-Q2,74.909
NOR,2018-Q3,74.74666
NOR,2018-Q4,75.04469
NOR,2019-Q1,75.04694
NOR,2019-Q2,75.33318
NOR,2019-Q3,75.57543
NOR,2019-Q4,75.23959
NOR,2020-Q1,75.52951
NOR,2020-Q2,74.36256
NOR,2020-Q3,74.17291
NOR,2020-Q4,74.59949
NOR,2021-Q1,74.88296
NOR,2021-Q2,75.98454
NOR,2021-Q3,76.92264
NOR,2021-Q4,77.39385
NOR,2022-Q1,77.8632
NOR,2022-Q2,77.83891
NOR,2022-Q3,77.68272
NOR,2022-Q4,77.51201
NOR,2023-Q1,77.30945
NOR,2023-Q2,77.53204
NOR,2023-Q3,77.67665
POL,2000-Q1,55.40475
POL,2000-Q2,55.13938
POL,2000-Q3,54.82799
POL,2000-Q4,54.60408
POL,2001-Q1,54.17782
POL,2001-Q2,53.60994
POL,2001-Q3,53.16905
POL,2001-Q4,52.49646
POL,2002-Q1,52.04525
POL,2002-Q2,51.63474
POL,2002-Q3,51.23455
POL,2002-Q4,51.05988
POL,2003-Q1,51.05812
POL,2003-Q2,51.2817
POL,2003-Q3,51.16547
POL,2003-Q4,51.23969
POL,2004-Q1,51.40385
POL,2004-Q2,51.47269
POL,2004-Q3,51.62759
POL,2004-Q4,52.11121
POL,2005-Q1,52.37425
POL,2005-Q2,52.42052
POL,2005-Q3,53.00558
POL,2005-Q4,53.3204
POL,2006-Q1,53.41032
POL,2006-Q2,54.06461
POL,2006-Q3,54.9022
POL,2006-Q4,55.49374
POL,2007-Q1,56.15842
POL,2007-Q2,56.87173
POL,2007-Q3,57.16132
POL,2007-Q4,57.90667
POL,2008-Q1,58.7517
POL,2008-Q2,59.05636
POL,2008-Q3,59.45158
POL,2008-Q4,59.66581
POL,2009-Q1,57.02729
POL,2009-Q2,56.95045
POL,2009-Q3,57.20654
POL,2009-Q4,57.51387
POL,2010-Q1,56.51585
POL,2010-Q2,57.01729
POL,2010-Q3,57.23218
POL,2010-Q4,57.2174
POL,2011-Q1,57.17741
POL,2011-Q2,57.46814
POL,2011-Q3,57.55705
POL,2011-Q4,57.66391
POL,2012-Q1,57.77791
POL,2012-Q2,58.06084
POL,2012-Q3,58.06124
POL,2012-Q4,58.20629
POL,2013-Q1,57.87756
POL,2013-Q2,58.19248
POL,2013-Q3,58.59973
POL,2013-Q4,58.96579
POL,2014-Q1,59.39388
POL,2014-Q2,59.95394
POL,2014-Q3,60.5849
POL,2014-Q4,60.95284
POL,2015-Q1,61.06562
POL,2015-Q2,61.23915
POL,2015-Q3,61.79166
POL,2015-Q4,62.31363
POL,2016-Q1,62.85602
POL,2016-Q2,63.28735
POL,2016-Q3,63.59349
POL,2016-Q4,64.15987
POL,2017-Q1,64.70063
POL,2017-Q2,65.22527
POL,2017-Q3,65.52886
POL,2017-Q4,65.63007
POL,2018-Q1,66.05808
POL,2018-Q2,66.85152
POL,2018-Q3,66.96323
POL,2018-Q4,66.70997
POL,2019-Q1,66.81624
POL,2019-Q2,67.74298
POL,2019-Q3,67.85284
POL,2019-Q4,67.71477
POL,2020-Q1,67.70124
POL,2020-Q2,67.28864
POL,2020-Q3,67.89764
POL,2020-Q4,68.43812
POL,2021-Q1,69.38716
POL,2021-Q2,70.09732
POL,2021-Q3,70.75825
POL,2021-Q4,70.91846
POL,2022-Q1,71.19517
POL,2022-Q2,71.3001
POL,2022-Q3,71.12306
POL,2022-Q4,71.74621
POL,2023-Q1,72.14156
POL,2023-Q2,71.96018
POL,2023-Q3,72.16472
PRT,1998-Q1,66.53934
PRT,1998-Q2,66.93438
PRT,1998-Q3,66.79893
PRT,1998-Q4,67.12978
PRT,1999-Q1,67.3469
PRT,1999-Q2,67.31715
PRT,1999-Q3,67.60715
PRT,1999-Q4,67.77253
PRT,2000-Q1,68.13086
PRT,2000-Q2,68.14333
PRT,2000-Q3,68.50874
PRT,2000-Q4,68.72691
PRT,2001-Q1,68.96098
PRT,2001-Q2,68.8167
PRT,2001-Q3,68.97389
PRT,2001-Q4,69.19976
PRT,2002-Q1,69.18144
PRT,2002-Q2,68.98397
PRT,2002-Q3,68.88342
PRT,2002-Q4,68.18814
PRT,2003-Q1,68.29013
PRT,2003-Q2,67.95918
PRT,2003-Q3,67.91685
PRT,2003-Q4,67.81767
PRT,2004-Q1,67.76858
PRT,2004-Q2,67.60622
PRT,2004-Q3,67.5101
PRT,2004-Q4,67.62835
PRT,2005-Q1,67.32996
PRT,2005-Q2,67.28195
PRT,2005-Q3,67.28088
PRT,2005-Q4,67.34006
PRT,2006-Q1,67.55726
PRT,2006-Q2,67.759
PRT,2006-Q3,67.78779
PRT,2006-Q4,67.4277
PRT,2007-Q1,67.39532
PRT,2007-Q2,67.32216
PRT,2007-Q3,67.82754
PRT,2007-Q4,67.89227
PRT,2008-Q1,68.08667
PRT,2008-Q2,68.2988
PRT,2008-Q3,67.96066
PRT,2008-Q4,67.71345
PRT,2009-Q1,63.74863
PRT,2009-Q2,63.209
PRT,2009-Q3,62.43637
PRT,2009-Q4,62.50197
PRT,2010-Q1,62.60324
PRT,2010-Q2,62.2127
PRT,2010-Q3,62.07227
PRT,2010-Q4,62.10917
PRT,2011-Q1,62.52338
PRT,2011-Q2,62.282
PRT,2011-Q3,61.62964
PRT,2011-Q4,60.89642
PRT,2012-Q1,60.25379
PRT,2012-Q2,59.7812
PRT,2012-Q3,59.03682
PRT,2012-Q4,58.26801
PRT,2013-Q1,58.12591
PRT,2013-Q2,58.05625
PRT,2013-Q3,59.04697
PRT,2013-Q4,60.03911
PRT,2014-Q1,60.23319
PRT,2014-Q2,60.83145
PRT,2014-Q3,61.84184
PRT,2014-Q4,61.92346
PRT,2015-Q1,61.94086
PRT,2015-Q2,62.84491
PRT,2015-Q3,62.97195
PRT,2015-Q4,63.30907
PRT,2016-Q1,63.44595
PRT,2016-Q2,63.85238
PRT,2016-Q3,64.64178
PRT,2016-Q4,64.97666
PRT,2017-Q1,65.76241
PRT,2017-Q2,66.53449
PRT,2017-Q3,67.46653
PRT,2017-Q4,68.10035
PRT,2018-Q1,68.4805
PRT,2018-Q2,68.91837
PRT,2018-Q3,69.29651
PRT,2018-Q4,69.38998
PRT,2019-Q1,69.61295
PRT,2019-Q2,69.77087
PRT,2019-Q3,70.15235
PRT,2019-Q4,69.84991
PRT,2020-Q1,69.58749
PRT,2020-Q2,67.45541
PRT,2020-Q3,68.09737
PRT,2020-Q4,68.93032
PRT,2021-Q1,68.2354
PRT,2021-Q2,69.67938
PRT,2021-Q3,70.44526
PRT,2021-Q4,70.5185
PRT,2022-Q1,71.23392
PRT,2022-Q2,71.04657
PRT,2022-Q3,71.66167
PRT,2022-Q4,71.63002
PRT,2023-Q1,71.90457
PRT,2023-Q2,72.53361
PRT,2023-Q3,72.76911
SVK,1999-Q1,59.08059
SVK,1999-Q2,58.30381
SVK,1999-Q3,57.81701
SVK,1999-Q4,57.27406
SVK,2000-Q1,56.97126
SVK,2000-Q2,56.60039
SVK,2000-Q3,56.67196
SVK,2000-Q4,56.7969
SVK,2001-Q1,56.72049
SVK,2001-Q2,56.96682
SVK,2001-Q3,56.85981
SVK,2001-Q4,56.7561
SVK,2002-Q1,56.72777
SVK,2002-Q2,56.58161
SVK,2002-Q3,56.77299
SVK,2002-Q4,57.1622
SVK,2003-Q1,57.55635
SVK,2003-Q2,57.94778
SVK,2003-Q3,57.83381
SVK,2003-Q4,57.5051
SVK,2004-Q1,56.85486
SVK,2004-Q2,56.88708
SVK,2004-Q3,57.072
SVK,2004-Q4,57.07287
SVK,2005-Q1,57.38262
SVK,2005-Q2,57.50358
SVK,2005-Q3,57.70213
SVK,2005-Q4,58.26858
SVK,2006-Q1,58.70778
SVK,2006-Q2,59.33108
SVK,2006-Q3,59.73254
SVK,2006-Q4,59.95398
SVK,2007-Q1,60.34769
SVK,2007-Q2,60.4796
SVK,2007-Q3,60.64641
SVK,2007-Q4,61.27518
SVK,2008-Q1,61.64273
SVK,2008-Q2,61.84643
SVK,2008-Q3,62.88668
SVK,2008-Q4,62.70081
SVK,2009-Q1,62.86183
SVK,2009-Q2,62.06506
SVK,2009-Q3,61.53945
SVK,2009-Q4,60.83688
SVK,2010-Q1,60.05219
SVK,2010-Q2,60.2583
SVK,2010-Q3,60.48506
SVK,2010-Q4,60.89194
SVK,2011-Q1,60.7351
SVK,2011-Q2,61.04588
SVK,2011-Q3,61.09433
SVK,2011-Q4,61.10324
SVK,2012-Q1,61.38079
SVK,2012-Q2,61.39213
SVK,2012-Q3,61.51255
SVK,2012-Q4,61.21834
SVK,2013-Q1,61.63581
SVK,2013-Q2,61.45147
SVK,2013-Q3,61.55735
SVK,2013-Q4,61.66034
SVK,2014-Q1,62.08024
SVK,2014-Q2,62.4121
SVK,2014-Q3,62.91684
SVK,2014-Q4,63.39921
SVK,2015-Q1,63.78918
SVK,2015-Q2,64.19172
SVK,2015-Q3,64.73946
SVK,2015-Q4,65.31057
SVK,2016-Q1,66.0143
SVK,2016-Q2,66.6558
SVK,2016-Q3,66.98711
SVK,2016-Q4,67.25291
SVK,2017-Q1,67.72305
SVK,2017-Q2,68.00717
SVK,2017-Q3,68.27979
SVK,2017-Q4,68.33633
SVK,2018-Q1,69.04211
SVK,2018-Q2,69.18694
SVK,2018-Q3,69.81267
SVK,2018-Q4,70.01889
SVK,2019-Q1,70.61991
SVK,2019-Q2,70.34988
SVK,2019-Q3,70.44266
SVK,2019-Q4,70.24391
SVK,2020-Q1,70.08877
SVK,2020-Q2,69.1488
SVK,2020-Q3,69.33387
SVK,2020-Q4,69.38815
SVK,2021-Q1,68.11839
SVK,2021-Q2,69.09271
SVK,2021-Q3,70.05818
SVK,2021-Q4,70.51719
SVK,2022-Q1,70.77428
SVK,2022-Q2,71.46021
SVK,2022-Q3,71.41594
SVK,2022-Q4,71.66544
SVK,2023-Q1,71.53262
SVK,2023-Q2,71.96452
SVK,2023-Q3,71.71693
ESP,1999-Q1,52.92431
ESP,1999-Q2,53.5539
ESP,1999-Q3,54.1268
ESP,1999-Q4,54.76043
ESP,2000-Q1,55.4664
ESP,2000-Q2,56.01584
ESP,2000-Q3,56.50467
ESP,2000-Q4,57.0307
ESP,2001-Q1,57.41948
ESP,2001-Q2,57.58123
ESP,2001-Q3,58.00433
ESP,2001-Q4,58.25555
ESP,2002-Q1,58.55236
ESP,2002-Q2,58.88678
ESP,2002-Q3,59.00801
ESP,2002-Q4,59.28777
ESP,2003-Q1,59.5823
ESP,2003-Q2,59.98309
ESP,2003-Q3,60.3773
ESP,2003-Q4,60.71799
ESP,2004-Q1,60.87252
ESP,2004-Q2,60.97043
ESP,2004-Q3,61.43408
ESP,2004-Q4,62.03017
ESP,2005-Q1,62.69128
ESP,2005-Q2,63.42702
ESP,2005-Q3,63.93763
ESP,2005-Q4,64.25174
ESP,2006-Q1,64.64392
ESP,2006-Q2,64.91988
ESP,2006-Q3,65.09422
ESP,2006-Q4,65.47921
ESP,2007-Q1,65.68576
ESP,2007-Q2,65.92802
ESP,2007-Q3,65.86322
ESP,2007-Q4,65.77824
ESP,2008-Q1,65.64638
ESP,2008-Q2,65.02801
ESP,2008-Q3,64.26681
ESP,2008-Q4,62.99928
ESP,2009-Q1,60.88306
ESP,2009-Q2,60.20244
ESP,2009-Q3,59.56678
ESP,2009-Q4,59.19171
ESP,2010-Q1,59.0312
ESP,2010-Q2,58.92302
ESP,2010-Q3,58.75334
ESP,2010-Q4,58.64572
ESP,2011-Q1,58.45861
ESP,2011-Q2,58.59337
ESP,2011-Q3,57.83936
ESP,2011-Q4,57.14766
ESP,2012-Q1,56.60965
ESP,2012-Q2,56.0035
ESP,2012-Q3,55.41192
ESP,2012-Q4,54.97292
ESP,2013-Q1,54.82496
ESP,2013-Q2,54.62731
ESP,2013-Q3,54.70458
ESP,2013-Q4,55.05016
ESP,2014-Q1,55.29537
ESP,2014-Q2,55.84606
ESP,2014-Q3,56.02725
ESP,2014-Q4,56.71039
ESP,2015-Q1,56.99775
ESP,2015-Q2,57.76759
ESP,2015-Q3,57.97481
ESP,2015-Q4,58.54963
ESP,2016-Q1,59.05507
ESP,2016-Q2,59.36256
ESP,2016-Q3,59.7013
ESP,2016-Q4,60.06495
ESP,2017-Q1,60.43563
ESP,2017-Q2,60.97143
ESP,2017-Q3,61.32525
ESP,2017-Q4,61.58746
ESP,2018-Q1,61.72047
ESP,2018-Q2,62.39135
ESP,2018-Q3,62.57607
ESP,2018-Q4,62.88234
ESP,2019-Q1,63.00283
ESP,2019-Q2,63.58458
ESP,2019-Q3,63.28059
ESP,2019-Q4,63.36321
ESP,2020-Q1,62.67332
ESP,2020-Q2,59.34104
ESP,2020-Q3,60.67289
ESP,2020-Q4,61.09346
ESP,2021-Q1,61.22057
ESP,2021-Q2,62.48959
ESP,2021-Q3,63.37933
ESP,2021-Q4,63.90147
ESP,2022-Q1,64.10067
ESP,2022-Q2,64.57098
ESP,2022-Q3,64.54478
ESP,2022-Q4,64.40804
ESP,2023-Q1,64.65513
ESP,2023-Q2,65.40768
ESP,2023-Q3,65.7479
SWE,2001-Q1,74.07256
SWE,2001-Q2,74.08021
SWE,2001-Q3,74.02587
SWE,2001-Q4,73.96308
SWE,2002-Q1,73.90697
SWE,2002-Q2,73.66109
SWE,2002-Q3,73.4949
SWE,2002-Q4,73.40354
SWE,2003-Q1,73.16942
SWE,2003-Q2,73.15317
SWE,2003-Q3,72.72859
SWE,2003-Q4,72.44544
SWE,2004-Q1,72.27095
SWE,2004-Q2,72.01968
SWE,2004-Q3,72.07546
SWE,2004-Q4,71.94139
SWE,2005-Q1,71.89323
SWE,2005-Q2,72.27639
SWE,2005-Q3,72.30096
SWE,2005-Q4,72.66914
SWE,2006-Q1,72.73934
SWE,2006-Q2,72.84044
SWE,2006-Q3,73.37576
SWE,2006-Q4,73.56237
SWE,2007-Q1,73.84193
SWE,2007-Q2,74.03589
SWE,2007-Q3,74.41867
SWE,2007-Q4,74.48616
SWE,2008-Q1,74.5787
SWE,2008-Q2,74.49498
SWE,2008-Q3,74.41269
SWE,2008-Q4,73.82954
SWE,2009-Q1,72.31512
SWE,2009-Q2,71.72994
SWE,2009-Q3,71.31848
SWE,2009-Q4,71.24075
SWE,2010-Q1,70.9463
SWE,2010-Q2,71.35571
SWE,2010-Q3,71.89063
SWE,2010-Q4,72.22599
SWE,2011-Q1,72.75082
SWE,2011-Q2,73.02319
SWE,2011-Q3,73.23371
SWE,2011-Q4,73.31448
SWE,2012-Q1,73.17177
SWE,2012-Q2,73.28494
SWE,2012-Q3,73.23634
SWE,2012-Q4,73.3813
SWE,2013-Q1,73.61129
SWE,2013-Q2,73.83862
SWE,2013-Q3,74.04642
SWE,2013-Q4,74.2384
SWE,2014-Q1,74.16141
SWE,2014-Q2,74.26605
SWE,2014-Q3,74.71384
SWE,2014-Q4,74.43183
SWE,2015-Q1,74.71681
SWE,2015-Q2,74.73853
SWE,2015-Q3,75.21489
SWE,2015-Q4,75.4934
SWE,2016-Q1,75.48435
SWE,2016-Q2,75.74425
SWE,2016-Q3,75.71075
SWE,2016-Q4,75.87573
SWE,2017-Q1,76.23477
SWE,2017-Q2,76.21966
SWE,2017-Q3,76.44212
SWE,2017-Q4,76.49786
SWE,2018-Q1,76.78398
SWE,2018-Q2,76.88028
SWE,2018-Q3,76.8807
SWE,2018-Q4,76.81386
SWE,2019-Q1,76.70887
SWE,2019-Q2,76.77132
SWE,2019-Q3,76.46342
SWE,2019-Q4,76.41418
SWE,2020-Q1,75.84034
SWE,2020-Q2,74.56278
SWE,2020-Q3,74.44389
SWE,2020-Q4,74.67146
SWE,2021-Q1,74.44584
SWE,2021-Q2,75.3297
SWE,2021-Q3,75.64542
SWE,2021-Q4,76.09376
SWE,2022-Q1,76.58875
SWE,2022-Q2,77.13029
SWE,2022-Q3,77.4117
SWE,2022-Q4,77.29027
SWE,2023-Q1,77.49789
SWE,2023-Q2,77.60143
SWE,2023-Q3,77.4747
CHE,1998-Q2,78.04481
CHE,1999-Q2,78.42708
CHE,2000-Q2,78.33935
CHE,2001-Q2,79.14845
CHE,2002-Q2,78.87551
CHE,2003-Q2,77.9174
CHE,2004-Q2,77.39597
CHE,2005-Q2,77.19546
CHE,2006-Q2,77.93854
CHE,2007-Q2,78.59044
CHE,2008-Q2,79.50344
CHE,2009-Q2,79.0213
CHE,2010-Q1,76.91266
CHE,2010-Q2,77.19184
CHE,2010-Q3,77.5904
CHE,2010-Q4,77.49395
CHE,2011-Q1,78.17809
CHE,2011-Q2,78.42602
CHE,2011-Q3,78.27983
CHE,2011-Q4,78.49097
CHE,2012-Q1,78.41138
CHE,2012-Q2,78.3997
CHE,2012-Q3,78.92398
CHE,2012-Q4,78.24168
CHE,2013-Q1,78.31962
CHE,2013-Q2,78.14616
CHE,2013-Q3,78.38683
CHE,2013-Q4,78.65551
CHE,2014-Q1,78.20303
CHE,2014-Q2,78.49535
CHE,2014-Q3,78.66424
CHE,2014-Q4,79.65763
CHE,2015-Q1,79.48474
CHE,2015-Q2,78.99316
CHE,2015-Q3,78.82617
CHE,2015-Q4,79.4548
CHE,2016-Q1,79.80846
CHE,2016-Q2,79.25011
CHE,2016-Q3,79.43142
CHE,2016-Q4,79.93602
CHE,2017-Q1,79.6208
CHE,2017-Q2,79.60226
CHE,2017-Q3,79.93501
CHE,2017-Q4,79.97759
CHE,2018-Q1,79.76952
CHE,2018-Q2,79.78226
CHE,2018-Q3,80.52763
CHE,2018-Q4,80.33736
CHE,2019-Q1,80.21777
CHE,2019-Q2,80.56496
CHE,2019-Q3,80.44406
CHE,2019-Q4,80.71201
CHE,2020-Q1,80.61182
CHE,2020-Q2,79.09644
CHE,2020-Q3,79.75951
CHE,2020-Q4,80.27214
CHE,2021-Q1,79.01383
CHE,2021-Q2,78.42858
CHE,2021-Q3,79.45502
CHE,2021-Q4,80.17204
CHE,2022-Q1,79.53027
CHE,2022-Q2,79.26958
CHE,2022-Q3,79.34792
CHE,2022-Q4,79.69862
CHE,2023-Q1,80.07954
CHE,2023-Q2,80.66811
CHE,2023-Q3,80.41582
TUR,2006-Q1,43.94229
TUR,2006-Q2,44.51252
TUR,2006-Q3,44.72839
TUR,2006-Q4,45.21167
TUR,2007-Q1,44.89276
TUR,2007-Q2,44.72395
TUR,2007-Q3,44.68897
TUR,2007-Q4,44.21635
TUR,2008-Q1,44.67879
TUR,2008-Q2,45.16121
TUR,2008-Q3,45.07703
TUR,2008-Q4,44.55003
TUR,2009-Q1,43.62317
TUR,2009-Q2,43.59806
TUR,2009-Q3,44.55044
TUR,2009-Q4,45.23009
TUR,2010-Q1,45.79588
TUR,2010-Q2,46.20139
TUR,2010-Q3,46.269
TUR,2010-Q4,46.88646
TUR,2011-Q1,48.03468
TUR,2011-Q2,48.1072
TUR,2011-Q3,48.8012
TUR,2011-Q4,48.72697
TUR,2012-Q1,48.09951
TUR,2012-Q2,48.74877
TUR,2012-Q3,48.94868
TUR,2012-Q4,49.78075
TUR,2013-Q1,49.59535
TUR,2013-Q2,49.66569
TUR,2013-Q3,49.43625
TUR,2013-Q4,49.40973
TUR,2014-Q1,49.62923
TUR,2014-Q2,49.69508
TUR,2014-Q3,49.38914
TUR,2014-Q4,49.47316
TUR,2015-Q1,49.87856
TUR,2015-Q2,50.07605
TUR,2015-Q3,50.35474
TUR,2015-Q4,50.36514
TUR,2016-Q1,50.85474
TUR,2016-Q2,51.02201
TUR,2016-Q3,50.3044
TUR,2016-Q4,50.41159
TUR,2017-Q1,50.83443
TUR,2017-Q2,51.39241
TUR,2017-Q3,51.76726
TUR,2017-Q4,52.17019
TUR,2018-Q1,52.37164
TUR,2018-Q2,52.187
TUR,2018-Q3,52.09875
TUR,2018-Q4,51.2483
TUR,2019-Q1,50.53974
TUR,2019-Q2,50.285
TUR,2019-Q3,50.04881
TUR,2019-Q4,50.26078
TUR,2020-Q1,48.81994
TUR,2020-Q2,45.70706
TUR,2020-Q3,47.78368
TUR,2020-Q4,47.76276
TUR,2021-Q1,49.14679
TUR,2021-Q2,49.54257
TUR,2021-Q3,50.76236
TUR,2021-Q4,51.56916
TUR,2022-Q1,51.95341
TUR,2022-Q2,52.79499
TUR,2022-Q3,52.82586
TUR,2022-Q4,53.75822
TUR,2023-Q1,53.78294
TUR,2023-Q2,53.53168
TUR,2023-Q3,53.85407
GBR,1971-Q1,72.16925
GBR,1971-Q2,71.97784
GBR,1971-Q3,71.70716
GBR,1971-Q4,71.48768
GBR,1972-Q1,71.76229
GBR,1972-Q2,71.86849
GBR,1972-Q3,71.95717
GBR,1972-Q4,72.21693
GBR,1973-Q1,72.78564
GBR,1973-Q2,72.98767
GBR,1973-Q3,72.93412
GBR,1973-Q4,72.99617
GBR,1974-Q1,72.93269
GBR,1974-Q2,72.95316
GBR,1974-Q3,73.11333
GBR,1974-Q4,73.0719
GBR,1975-Q1,72.86311
GBR,1975-Q2,72.70626
GBR,1975-Q3,72.55064
GBR,1975-Q4,72.33105
GBR,1976-Q1,72.11481
GBR,1976-Q2,71.95724
GBR,1976-Q3,71.8585
GBR,1976-Q4,71.80197
GBR,1977-Q1,71.75065
GBR,1977-Q2,71.64819
GBR,1977-Q3,71.58671
GBR,1977-Q4,71.50943
GBR,1978-Q1,71.52104
GBR,1978-Q2,71.50504
GBR,1978-Q3,71.53959
GBR,1978-Q4,71.71484
GBR,1979-Q1,71.74976
GBR,1979-Q2,71.74886
GBR,1979-Q3,71.759
GBR,1979-Q4,71.72861
GBR,1980-Q1,71.5174
GBR,1980-Q2,71.18732
GBR,1980-Q3,70.65096
GBR,1980-Q4,69.93989
GBR,1981-Q1,69.29371
GBR,1981-Q2,68.69752
GBR,1981-Q3,68.20965
GBR,1981-Q4,67.74562
GBR,1982-Q1,67.39509
GBR,1982-Q2,67.07973
GBR,1982-Q3,66.63444
GBR,1982-Q4,66.10102
GBR,1983-Q1,65.70304
GBR,1983-Q2,65.57618
GBR,1983-Q3,65.89615
GBR,1983-Q4,66.2635
GBR,1984-Q1,66.49734
GBR,1984-Q2,66.6956
GBR,1984-Q3,66.84191
GBR,1984-Q4,67.08677
GBR,1985-Q1,67.25211
GBR,1985-Q2,67.37632
GBR,1985-Q3,67.47519
GBR,1985-Q4,67.54151
GBR,1986-Q1,67.55395
GBR,1986-Q2,67.58952
GBR,1986-Q3,67.75566
GBR,1986-Q4,67.91588
GBR,1987-Q1,68.05085
GBR,1987-Q2,68.49068
GBR,1987-Q3,69.10351
GBR,1987-Q4,69.6754
GBR,1988-Q1,70.21507
GBR,1988-Q2,70.65283
GBR,1988-Q3,71.10632
GBR,1988-Q4,71.54974
GBR,1989-Q1,72.11376
GBR,1989-Q2,72.43425
GBR,1989-Q3,72.56054
GBR,1989-Q4,72.74982
GBR,1990-Q1,72.77361
GBR,1990-Q2,72.8427
GBR,1990-Q3,72.69699
GBR,1990-Q4,72.28415
GBR,1991-Q1,71.68877
GBR,1991-Q2,70.97315
GBR,1991-Q3,70.33197
GBR,1991-Q4,69.77256
GBR,1992-Q1,69.4203
GBR,1992-Q2,69.09536
GBR,1992-Q3,68.90282
GBR,1992-Q4,68.50792
GBR,1993-Q1,68.35488
GBR,1993-Q2,68.42742
GBR,1993-Q3,68.47578
GBR,1993-Q4,68.48012
GBR,1994-Q1,68.73351
GBR,1994-Q2,68.8055
GBR,1994-Q3,69.04624
GBR,1994-Q4,69.0603
GBR,1995-Q1,69.2086
GBR,1995-Q2,69.42632
GBR,1995-Q3,69.63885
GBR,1995-Q4,69.94743
GBR,1996-Q1,69.90453
GBR,1996-Q2,69.93823
GBR,1996-Q3,70.01639
GBR,1996-Q4,70.33995
GBR,1997-Q1,70.76462
GBR,1997-Q2,71.02432
GBR,1997-Q3,71.07834
GBR,1997-Q4,71.19907
GBR,1998-Q1,71.27648
GBR,1998-Q2,71.2774
GBR,1998-Q3,71.56174
GBR,1998-Q4,71.78155
GBR,1999-Q1,71.85828
GBR,1999-Q2,71.88622
GBR,1999-Q3,72.11771
GBR,1999-Q4,72.2747
GBR,2000-Q1,72.26537
GBR,2000-Q2,72.47532
GBR,2000-Q3,72.62865
GBR,2000-Q4,72.49927
GBR,2001-Q1,72.64088
GBR,2001-Q2,72.67834
GBR,2001-Q3,72.5294
GBR,2001-Q4,72.58215
GBR,2002-Q1,72.45824
GBR,2002-Q2,72.68372
GBR,2002-Q3,72.57182
GBR,2002-Q4,72.87263
GBR,2003-Q1,72.68249
GBR,2003-Q2,72.88149
GBR,2003-Q3,72.78049
GBR,2003-Q4,72.76896
GBR,2004-Q1,73.03226
GBR,2004-Q2,72.87817
GBR,2004-Q3,72.86763
GBR,2004-Q4,73.04147
GBR,2005-Q1,73.07851
GBR,2005-Q2,72.89326
GBR,2005-Q3,73.04482
GBR,2005-Q4,72.67564
GBR,2006-Q1,72.90321
GBR,2006-Q2,72.84257
GBR,2006-Q3,72.81538
GBR,2006-Q4,72.70507
GBR,2007-Q1,72.50254
GBR,2007-Q2,72.64994
GBR,2007-Q3,72.68157
GBR,2007-Q4,72.90926
GBR,2008-Q1,72.97685
GBR,2008-Q2,72.90055
GBR,2008-Q3,72.43549
GBR,2008-Q4,72.17339
GBR,2009-Q1,71.67367
GBR,2009-Q2,70.83978
GBR,2009-Q3,70.61582
GBR,2009-Q4,70.55235
GBR,2010-Q1,70.19494
GBR,2010-Q2,70.42103
GBR,2010-Q3,70.70692
GBR,2010-Q4,70.39026
GBR,2011-Q1,70.54754
GBR,2011-Q2,70.45168
GBR,2011-Q3,70.10457
GBR,2011-Q4,70.21859
GBR,2012-Q1,70.46846
GBR,2012-Q2,70.90865
GBR,2012-Q3,71.1291
GBR,2012-Q4,71.40636
GBR,2013-Q1,71.17896
GBR,2013-Q2,71.3327
GBR,2013-Q3,71.65405
GBR,2013-Q4,71.99537
GBR,2014-Q1,72.46066
GBR,2014-Q2,72.8286
GBR,2014-Q3,73.04346
GBR,2014-Q4,73.20126
GBR,2015-Q1,73.43697
GBR,2015-Q2,73.38264
GBR,2015-Q3,73.77586
GBR,2015-Q4,74.11207
GBR,2016-Q1,74.1339
GBR,2016-Q2,74.4164
GBR,2016-Q3,74.44731
GBR,2016-Q4,74.56567
GBR,2017-Q1,74.7702
GBR,2017-Q2,75.1051
GBR,2017-Q3,75.0079
GBR,2017-Q4,75.17477
GBR,2018-Q1,75.56041
GBR,2018-Q2,75.54796
GBR,2018-Q3,75.55437
GBR,2018-Q4,75.83325
GBR,2019-Q1,76.05743
GBR,2019-Q2,76.1029
GBR,2019-Q3,76.04663
GBR,2019-Q4,76.47201
GBR,2020-Q1,76.32597
GBR,2020-Q2,75.71138
